ID	adj.P.Val	P.Value	t	B	logFC	ORF
1144	1.06e-05	1.54e-06	-12.624229	5.19121	-0.9502931	YDR178W
651	1.06e-05	1.54e-06	12.618169	5.18716	0.7299071	YCR047C
2616	1.06e-05	1.55e-06	12.615972	5.1857	0.6217038	YHR062C
2224	1.07e-05	1.55e-06	-12.612171	5.18315	-0.675974	YGR023W
4150	1.07e-05	1.57e-06	-12.593931	5.17095	-0.5947023	YLR352W
3861	1.07e-05	1.57e-06	12.593084	5.17038	1.0696362	YLR068W
3912	1.07e-05	1.57e-06	-12.591591	5.16938	-0.5296863	YLR118C
4393	1.07e-05	1.57e-06	-12.588189	5.1671	-0.5883525	YML118W
2192	1.07e-05	1.57e-06	12.587597	5.1667	0.8971927	YGL255W
5789	1.07e-05	1.57e-06	12.58648	5.16596	0.4982198	YPL050C
1782	1.08e-05	1.58e-06	-12.578697	5.16074	-0.4680815	YER169W
2254	1.08e-05	1.58e-06	-12.57698	5.15959	-0.6768698	YGR053C
1577	1.09e-05	1.60e-06	-12.560006	5.1482	-0.7137364	YEL057C
4613	1.09e-05	1.61e-06	-12.548593	5.14053	-0.7235498	YMR194C-A
6183	1.10e-05	1.62e-06	-12.544554	5.13782	-0.6861379	YPR155C
3410	1.10e-05	1.63e-06	12.532968	5.13003	0.5267634	YKL021C
3877	1.10e-05	1.63e-06	12.532878	5.12997	0.6708804	YLR084C
1057	1.11e-05	1.65e-06	12.513927	5.11721	0.6035846	YDR091C
4108	1.14e-05	1.68e-06	-12.475873	5.09154	-1.1390024	YLR311C
577	1.14e-05	1.69e-06	-12.465904	5.0848	-0.4562827	YCL047C
895	1.15e-05	1.70e-06	-12.456113	5.07818	-0.616237	YDL183C
1778	1.15e-05	1.72e-06	12.446067	5.07138	0.5574029	YER165W
5959	1.15e-05	1.72e-06	-12.444679	5.07044	-0.6896914	YPL219W
2890	1.16e-05	1.73e-06	12.430825	5.06106	0.6169473	YIL110W
582	1.18e-05	1.76e-06	-12.407269	5.04508	-0.5228684	YCL052C
142	1.18e-05	1.76e-06	12.404125	5.04294	0.5402307	YBL035C
5629	1.18e-05	1.76e-06	-12.402077	5.04155	-0.5083148	YOR288C
4576	1.18e-05	1.77e-06	-12.394097	5.03613	-0.488881	YMR160W
6125	1.19e-05	1.78e-06	-12.389395	5.03293	-0.6391566	YPR098C
4733	1.19e-05	1.78e-06	12.382207	5.02805	0.5996309	YMR309C
1425	1.19e-05	1.79e-06	-12.373442	5.02208	-1.0492273	YDR453C
4626	1.19e-05	1.80e-06	-12.370804	5.02029	-1.0552918	YMR206W
6028	1.20e-05	1.81e-06	-12.361309	5.01382	-0.4748251	YPR003C
3849	1.20e-05	1.81e-06	12.360274	5.01311	0.8805631	YLR056W
2403	1.20e-05	1.81e-06	-12.355804	5.01007	-0.7495952	YGR201C
3686	1.20e-05	1.82e-06	-12.348742	5.00525	-0.4722462	YKR067W
2312	1.20e-05	1.82e-06	-12.34804	5.00478	-0.6370783	YGR111W
257	1.23e-05	1.86e-06	-12.311271	4.97967	-0.588843	YBR033W
151	1.23e-05	1.87e-06	-12.308766	4.97795	-0.5283818	YBL044W
3087	1.24e-05	1.88e-06	-12.296162	4.96933	-0.4799605	YJL084C
1940	1.25e-05	1.90e-06	-12.276041	4.95554	-0.4267102	YGL004C
1643	1.25e-05	1.91e-06	-12.274956	4.9548	-0.6237095	YER039C-A
1700	1.27e-05	1.93e-06	-12.25772	4.94297	-0.7776971	YER088C
2325	1.27e-05	1.93e-06	12.255852	4.94169	0.6532953	YGR123C
2077	1.27e-05	1.94e-06	-12.24891	4.93692	-0.4829406	YGL141W
4312	1.27e-05	1.94e-06	12.246684	4.93539	0.9470208	YML043C
2360	1.27e-05	1.94e-06	12.246292	4.93512	0.4788116	YGR158C
3234	1.27e-05	1.94e-06	12.242195	4.93231	0.4607673	YJR007W
1745	1.27e-05	1.95e-06	12.237383	4.929	1.0829175	YER131W
4020	1.29e-05	1.98e-06	-12.215622	4.91402	-0.4854537	YLR225C
5291	1.29e-05	1.99e-06	-12.206601	4.90781	-0.5714036	YOL117W
3077	1.29e-05	1.99e-06	12.206376	4.90765	0.7507345	YJL074C
2375	1.29e-05	1.99e-06	12.204069	4.90606	0.462082	YGR173W
2438	1.30e-05	2.00e-06	-12.199682	4.90304	-0.9617674	YGR236C
1034	1.31e-05	2.02e-06	-12.182078	4.89089	-0.534458	YDR069C
853	1.32e-05	2.03e-06	-12.170943	4.8832	-0.5178737	YDL142C
6200	1.32e-05	2.05e-06	-12.159815	4.8755	-0.739331	YPR172W
1883	1.33e-05	2.06e-06	-12.152032	4.87012	-0.4567543	YFR008W
1095	1.34e-05	2.08e-06	-12.137116	4.85979	-0.5444769	YDR129C
1190	1.34e-05	2.08e-06	-12.1333	4.85715	-0.8814136	YDR223W
1005	1.35e-05	2.09e-06	-12.125448	4.8517	-0.7249867	YDR040C
4847	1.35e-05	2.09e-06	12.122666	4.84977	0.5751338	YNL095C
2348	1.35e-05	2.10e-06	-12.117797	4.8464	-0.571995	YGR146C
1315	1.35e-05	2.10e-06	12.116161	4.84526	0.4790153	YDR346C
5132	1.35e-05	2.11e-06	12.108313	4.83981	0.5699516	YNR038W
2763	1.37e-05	2.14e-06	12.085952	4.82427	0.4703222	YHR204W
4854	1.37e-05	2.14e-06	12.084585	4.82332	0.6161836	YNL102W
3409	1.38e-05	2.15e-06	-12.077161	4.81816	-0.4442673	YKL020C
947	1.38e-05	2.16e-06	-12.072337	4.8148	-0.4798253	YDL234C
5633	1.38e-05	2.17e-06	-12.069767	4.81301	-0.8052238	YOR292C
5553	1.39e-05	2.18e-06	12.061318	4.80712	0.8280435	YOR210W
1260	1.39e-05	2.19e-06	-12.054295	4.80223	-0.4543518	YDR293C
3492	1.39e-05	2.20e-06	-12.04728	4.79734	-0.6411174	YKL100C
966	1.39e-05	2.20e-06	-12.046068	4.79649	-0.5909291	YDR003W
6054	1.40e-05	2.20e-06	-12.043756	4.79488	-0.6066583	YPR028W
3103	1.40e-05	2.21e-06	-12.037662	4.79063	-0.4812212	YJL100W
1178	1.40e-05	2.22e-06	12.032307	4.78689	0.4825879	YDR211W
5099	1.41e-05	2.23e-06	-12.022475	4.78002	-0.6370905	YNR007C
675	1.41e-05	2.23e-06	-12.019898	4.77822	-0.4992456	YCR076C
1121	1.41e-05	2.24e-06	-12.019077	4.77764	-0.5843683	YDR155C
3506	1.41e-05	2.24e-06	12.012625	4.77313	0.5134677	YKL113C
2435	1.43e-05	2.27e-06	11.997542	4.76258	0.6002264	YGR233C
1337	1.43e-05	2.27e-06	11.992002	4.7587	0.4332688	YDR367W
755	1.44e-05	2.30e-06	-11.97564	4.74723	-0.4919147	YDL048C
5444	1.45e-05	2.31e-06	11.968465	4.74219	0.6545002	YOR101W
1157	1.45e-05	2.32e-06	11.958406	4.73513	0.4183506	YDR190C
180	1.47e-05	2.34e-06	11.943594	4.72472	0.6089552	YBL071W-A
473	1.47e-05	2.34e-06	11.943591	4.72472	0.5041922	YBR242W
1581	1.47e-05	2.35e-06	-11.938815	4.72136	-0.8984978	YEL060C
3469	1.89e-05	3.24e-06	13.383696	4.71706	1.1817094	YKL078W
315	1.49e-05	2.38e-06	11.918073	4.70676	0.4696426	YBR088C
4231	1.50e-05	2.41e-06	11.901384	4.695	0.564801	YLR432W
5391	1.50e-05	2.41e-06	11.899823	4.6939	0.4387368	YOR048C
6006	1.50e-05	2.42e-06	-11.894374	4.69005	-0.448737	YPL265W
3485	1.50e-05	2.43e-06	-11.888887	4.68618	-0.4667322	YKL094W
4559	1.50e-05	2.43e-06	11.887249	4.68502	0.6024054	YMR146C
720	1.50e-05	2.43e-06	11.886811	4.68471	1.0180347	YDL014W
248	1.50e-05	2.43e-06	-11.886577	4.68455	-0.5082025	YBR024W
677	1.51e-05	2.45e-06	-11.876746	4.6776	-0.4926259	YCR079W
3971	1.52e-05	2.46e-06	-11.870924	4.67349	-0.4569911	YLR176C
1264	1.54e-05	2.49e-06	11.846934	4.65651	0.5856087	YDR297W
1308	1.54e-05	2.51e-06	11.839215	4.65104	0.5838473	YDR339C
5902	1.55e-05	2.51e-06	11.836371	4.64903	0.7107318	YPL163C
4289	1.57e-05	2.55e-06	11.811136	4.63112	0.7143501	YML018C
1850	1.59e-05	2.58e-06	-11.793269	4.61842	-0.7649594	YFL042C
4622	1.59e-05	2.59e-06	11.79022	4.61625	0.5057653	YMR202W
745	1.59e-05	2.59e-06	11.786482	4.61359	0.7867726	YDL039C
3587	1.59e-05	2.60e-06	-11.778988	4.60826	-0.6449758	YKL193C
2185	1.60e-05	2.61e-06	-11.776768	4.60668	-0.4160085	YGL248W
3708	1.60e-05	2.61e-06	-11.773601	4.60442	-0.4549116	YKR089C
5538	1.61e-05	2.64e-06	11.76021	4.59488	0.5709282	YOR195W
5997	1.62e-05	2.65e-06	11.749786	4.58744	0.4716958	YPL256C
286	1.63e-05	2.67e-06	11.741556	4.58157	0.5531726	YBR061C
370	2.07e-05	3.66e-06	13.142659	4.58032	0.7522914	YBR141C
4931	1.63e-05	2.67e-06	11.739104	4.57981	0.6233544	YNL178W
5745	1.64e-05	2.69e-06	-11.727784	4.57173	-0.7934881	YPL006W
1573	1.64e-05	2.69e-06	11.72587	4.57036	0.503824	YEL053C
4557	1.64e-05	2.70e-06	11.721415	4.56717	0.4394467	YMR144W
187	1.64e-05	2.71e-06	-11.719427	4.56575	-0.8433969	YBL078C
4528	1.64e-05	2.71e-06	-11.714893	4.56251	-0.5042631	YMR118C
4939	1.64e-05	2.71e-06	11.714449	4.56219	0.5277921	YNL186W
5758	1.64e-05	2.72e-06	11.713134	4.56125	0.5722334	YPL019C
5254	1.65e-05	2.73e-06	-11.706778	4.5567	-0.4955775	YOL081W
1658	1.65e-05	2.73e-06	11.7062	4.55628	0.7285043	YER052C
4732	1.65e-05	2.74e-06	11.698998	4.55112	0.5076256	YMR308C
1989	1.65e-05	2.75e-06	-11.696563	4.54938	-0.9157342	YGL053W
372	1.69e-05	2.80e-06	11.664317	4.52624	0.4182636	YBR143C
3151	1.71e-05	2.84e-06	-11.642001	4.5102	-0.4584279	YJL149W
6106	1.71e-05	2.85e-06	-11.637855	4.50721	-0.500448	YPR079W
2410	1.71e-05	2.86e-06	11.634433	4.50475	0.435383	YGR208W
3456	1.72e-05	2.88e-06	-11.624906	4.49789	-0.5548984	YKL065C
709	1.73e-05	2.89e-06	11.619266	4.49382	0.5902361	YDL003W
3132	1.73e-05	2.89e-06	11.616541	4.49186	0.673636	YJL130C
4163	1.73e-05	2.91e-06	11.609106	4.4865	0.5512349	YLR364W
2082	1.74e-05	2.91e-06	-11.605804	4.48411	-0.6508156	YGL146C
4390	1.74e-05	2.92e-06	11.60315	4.4822	0.6546328	YML116W
907	1.74e-05	2.93e-06	-11.595295	4.47653	-0.4386003	YDL194W
3256	1.74e-05	2.93e-06	11.593942	4.47555	0.4173492	YJR032W
60	1.74e-05	2.94e-06	11.593194	4.47501	0.8978419	YAL059W
4736	1.74e-05	2.94e-06	11.591004	4.47343	0.4313732	YMR312W
3459	1.74e-05	2.94e-06	11.588763	4.47181	0.5036051	YKL068W
5823	1.77e-05	2.98e-06	-11.568885	4.45743	-0.4658711	YPL084W
5964	1.79e-05	3.03e-06	-11.546324	4.44109	-0.5602747	YPL224C
3033	1.80e-05	3.04e-06	11.539031	4.4358	0.431594	YJL031C
2905	1.80e-05	3.05e-06	-11.534922	4.43282	-0.5658207	YIL125W
4439	1.80e-05	3.05e-06	-11.533531	4.43181	-0.6166845	YMR030W
744	1.81e-05	3.08e-06	11.521172	4.42284	0.7789936	YDL038C
2145	1.84e-05	3.12e-06	11.499881	4.40735	0.5761589	YGL209W
3427	1.84e-05	3.12e-06	-11.498056	4.40603	-1.3014801	YKL037W
5703	1.84e-05	3.13e-06	11.49538	4.40408	0.6644324	YOR359W
2887	1.84e-05	3.13e-06	-11.493706	4.40286	-0.4333947	YIL107C
4815	1.85e-05	3.16e-06	11.482619	4.39479	0.6237675	YNL064C
2126	1.85e-05	3.16e-06	-11.481062	4.39365	-0.4287019	YGL190C
3297	1.85e-05	3.16e-06	-11.480565	4.39329	-0.7345017	YJR073C
6171	1.86e-05	3.19e-06	11.466449	4.383	0.9492472	YPR143W
3984	1.88e-05	3.23e-06	-11.448347	4.36978	-0.4537631	YLR189C
1712	1.90e-05	3.26e-06	-11.434121	4.35938	-0.6158761	YER098W
5950	1.90e-05	3.27e-06	11.43005	4.3564	0.4687712	YPL210C
5570	1.90e-05	3.28e-06	-11.425895	4.35336	-0.7236961	YOR228C
820	1.91e-05	3.29e-06	11.417519	4.34723	0.597392	YDL112W
2883	1.92e-05	3.30e-06	11.413967	4.34463	0.7514425	YIL103W
528	1.92e-05	3.31e-06	11.412435	4.3435	1.2715524	YBR296C
1964	1.93e-05	3.34e-06	11.396995	4.33218	0.451156	YGL028C
2625	1.93e-05	3.34e-06	-11.396256	4.33164	-0.5123427	YHR071W
5383	1.95e-05	3.37e-06	-11.381371	4.32071	-0.5071444	YOR040W
5826	1.95e-05	3.38e-06	-11.379139	4.31908	-0.7310809	YPL087W
2852	1.95e-05	3.39e-06	-11.374846	4.31592	-0.4140122	YIL071C
1965	1.97e-05	3.42e-06	11.362609	4.30692	0.8712251	YGL029W
3096	1.97e-05	3.42e-06	-11.360087	4.30507	-0.424403	YJL093C
4967	1.97e-05	3.43e-06	-11.358165	4.30365	-0.4024904	YNL214W
6218	1.97e-05	3.43e-06	11.35621	4.30222	0.5957184	YPR190C
2094	1.99e-05	3.47e-06	-11.340649	4.29076	-0.6090532	YGL158W
2703	2.00e-05	3.49e-06	11.331666	4.28413	0.4640361	YHR144C
789	2.00e-05	3.49e-06	11.32981	4.28277	0.6010078	YDL082W
4497	2.00e-05	3.50e-06	-11.327581	4.28112	-0.4960064	YMR087W
6034	2.01e-05	3.52e-06	11.319561	4.2752	0.4884343	YPR009W
655	2.02e-05	3.54e-06	11.310073	4.2682	0.4271029	YCR051W
4537	2.03e-05	3.56e-06	11.302566	4.26265	0.4371248	YMR125W
2622	2.04e-05	3.58e-06	11.293582	4.25601	0.4139346	YHR068W
2357	2.05e-05	3.59e-06	11.286524	4.25079	0.5583305	YGR155W
5679	2.05e-05	3.61e-06	11.279818	4.24582	0.5142629	YOR335C
4933	2.06e-05	3.62e-06	11.274391	4.2418	0.4384852	YNL180C
2310	2.06e-05	3.63e-06	11.272431	4.24035	0.5787643	YGR109C
1289	2.06e-05	3.63e-06	11.271179	4.23942	0.4834463	YDR321W
4384	2.07e-05	3.65e-06	-11.263212	4.23352	-0.5193528	YML110C
5080	2.07e-05	3.65e-06	11.261333	4.23213	0.486162	YNL327W
986	2.07e-05	3.68e-06	11.250945	4.22442	0.4161048	YDR023W
4464	2.07e-05	3.68e-06	-11.250658	4.22421	-0.6340409	YMR056C
304	2.07e-05	3.68e-06	11.250419	4.22403	0.7230347	YBR079C
2262	2.10e-05	3.73e-06	11.231435	4.20993	0.6562442	YGR061C
2550	2.12e-05	3.76e-06	-11.217894	4.19986	-0.4488579	YHR001W
770	2.75e-05	5.18e-06	12.48177	4.19281	1.519782	YDL063C
341	2.14e-05	3.80e-06	11.202737	4.18857	0.5530896	YBR112C
3351	2.14e-05	3.81e-06	-11.199818	4.1864	-0.4571827	YJR127C
3535	2.15e-05	3.83e-06	-11.192051	4.18061	-0.8844587	YKL142W
3079	2.15e-05	3.84e-06	11.187035	4.17687	0.4084441	YJL076W
36	2.15e-05	3.84e-06	11.185771	4.17592	0.4795176	YAL035W
5938	2.16e-05	3.86e-06	11.180204	4.17177	0.8717446	YPL198W
4824	2.16e-05	3.86e-06	11.178397	4.17042	0.4360018	YNL072W
4430	2.16e-05	3.87e-06	-11.174639	4.16762	-0.4607696	YMR021C
3787	2.16e-05	3.88e-06	11.172894	4.16631	0.8389998	YLL061W
4087	2.19e-05	3.93e-06	-11.154025	4.15221	-0.4547132	YLR290C
3134	2.20e-05	3.95e-06	-11.146727	4.14675	-0.5451736	YJL132W
3424	2.86e-05	5.40e-06	-12.401722	4.14456	-0.5742864	YKL034W
1413	2.20e-05	3.97e-06	11.140105	4.14179	0.7931018	YDR441C
1523	2.21e-05	3.97e-06	-11.137957	4.14019	-0.4570919	YEL005C
2324	2.22e-05	4.00e-06	11.128872	4.13338	0.4189851	YGR122W
5495	2.23e-05	4.01e-06	-11.12218	4.12836	-0.6006316	YOR152C
2554	2.24e-05	4.04e-06	-11.111418	4.12029	-0.4672459	YHR004C
2280	2.26e-05	4.09e-06	11.095913	4.10864	1.0803105	YGR079W
4406	2.26e-05	4.10e-06	-11.092262	4.1059	-0.7115929	YML131W
4409	2.28e-05	4.12e-06	11.082297	4.09841	0.4945501	YMR001C
3799	2.28e-05	4.13e-06	-11.081289	4.09765	-0.4704664	YLR006C
1544	2.28e-05	4.13e-06	-11.079445	4.09626	-0.521496	YEL024W
5315	2.98e-05	5.68e-06	12.309718	4.08875	1.019111	YOL141W
3853	2.30e-05	4.17e-06	11.066314	4.08638	0.44226	YLR060W
753	2.30e-05	4.17e-06	-11.064478	4.08499	-0.459189	YDL046W
3526	2.33e-05	4.23e-06	-11.044627	4.07003	-0.5489645	YKL133C
3975	2.33e-05	4.24e-06	11.042059	4.06809	0.7491985	YLR180W
2171	2.33e-05	4.24e-06	11.040371	4.06682	0.5299307	YGL234W
4326	2.33e-05	4.24e-06	-11.040075	4.06659	-0.4534574	YML057W
2281	2.37e-05	4.32e-06	-11.012837	4.04601	-0.4388051	YGR080W
2552	2.38e-05	4.35e-06	-11.002319	4.03805	-0.6208322	YHR002W
3698	2.38e-05	4.36e-06	11.001148	4.03716	0.6672726	YKR079C
3	2.42e-05	4.43e-06	10.977891	4.01954	0.5621693	YAL003W
1177	2.42e-05	4.43e-06	10.975489	4.01771	0.6476468	YDR210W
5035	2.43e-05	4.45e-06	10.968683	4.01255	0.4891516	YNL282W
1446	2.44e-05	4.48e-06	-10.961933	4.00742	-0.6748525	YDR474C
4737	2.44e-05	4.49e-06	-10.956066	4.00296	-0.4111746	YMR313C
5754	2.45e-05	4.50e-06	-10.953355	4.0009	-0.5057973	YPL015C
1222	2.47e-05	4.55e-06	-10.938229	3.9894	-0.5064024	YDR255C
5186	2.47e-05	4.56e-06	10.935767	3.98752	0.7893615	YOL014W
3221	3.22e-05	6.22e-06	12.142097	3.98604	0.6625871	YJL218W
4826	2.48e-05	4.57e-06	-10.930391	3.98343	-0.4146521	YNL074C
4884	2.48e-05	4.58e-06	10.929325	3.98262	1.3207179	YNL132W
105	2.48e-05	4.59e-06	10.926056	3.98013	0.6111974	YAR073W
1212	2.49e-05	4.60e-06	10.921983	3.97702	0.524766	YDR245W
3748	2.51e-05	4.65e-06	10.907294	3.96582	0.460188	YLL022C
6056	2.51e-05	4.65e-06	-10.905803	3.96469	-0.6253863	YPR030W
3359	2.52e-05	4.67e-06	10.899708	3.96003	0.391984	YJR135C
402	2.55e-05	4.73e-06	10.882163	3.94663	0.3844235	YBR172C
1586	2.55e-05	4.75e-06	-10.876122	3.94201	-0.587527	YEL065W
4293	2.56e-05	4.76e-06	10.873698	3.94015	0.5686668	YML022W
4067	2.56e-05	4.77e-06	-10.870237	3.93751	-0.8323049	YLR271W
5395	2.58e-05	4.81e-06	-10.856099	3.92668	-0.9793937	YOR052C
5980	2.61e-05	4.87e-06	-10.840592	3.91479	-0.4444568	YPL240C
261	2.62e-05	4.89e-06	-10.833092	3.90903	-0.4909198	YBR037C
2627	2.62e-05	4.90e-06	10.83089	3.90734	0.7987217	YHR072W-A
5551	2.64e-05	4.93e-06	-10.820623	3.89946	-0.400236	YOR208W
764	2.64e-05	4.94e-06	-10.819408	3.89852	-0.3996136	YDL057W
3576	2.66e-05	4.98e-06	10.805754	3.88802	0.5955425	YKL182W
2543	2.69e-05	5.06e-06	-10.78523	3.87222	-0.5764164	YHL044W
5757	2.71e-05	5.08e-06	10.777621	3.86635	0.605429	YPL018W
3588	2.72e-05	5.12e-06	-10.767263	3.85836	-0.3786761	YKL194C
3914	2.75e-05	5.17e-06	-10.75313	3.84745	-0.5465606	YLR120C
5238	2.78e-05	5.24e-06	-10.732853	3.83177	-0.4229569	YOL065C
2173	2.80e-05	5.28e-06	10.722298	3.8236	0.3869981	YGL236C
3822	2.82e-05	5.33e-06	10.710208	3.81422	0.6850374	YLR029C
2197	2.91e-05	5.50e-06	-10.664159	3.77845	-0.9108568	YGL259W
2017	2.91e-05	5.50e-06	-10.664099	3.7784	-0.815751	YGL081W
5639	2.91e-05	5.52e-06	-10.660168	3.77534	-0.4390606	YOR298C-A
3086	2.94e-05	5.58e-06	-10.64355	3.76239	-0.5302991	YJL083W
2787	2.95e-05	5.60e-06	10.63797	3.75804	0.8571782	YIL008W
5649	2.95e-05	5.60e-06	10.637726	3.75785	0.8347605	YOR306C
3755	2.95e-05	5.62e-06	-10.634444	3.75529	-0.4179947	YLL029W
4503	3.01e-05	5.73e-06	10.606855	3.73373	0.8692306	YMR093W
1138	3.01e-05	5.74e-06	10.602585	3.73039	0.4086524	YDR172W
5375	3.03e-05	5.78e-06	10.594027	3.7237	0.4399356	YOR032C
4039	3.04e-05	5.80e-06	10.58831	3.71922	0.4142492	YLR244C
5045	3.04e-05	5.82e-06	10.584279	3.71606	0.4256687	YNL292W
1500	3.05e-05	5.84e-06	10.578765	3.71174	0.4492139	YDR527W
2006	3.05e-05	5.85e-06	10.577479	3.71073	0.4224991	YGL070C
680	3.06e-05	5.86e-06	-10.573869	3.7079	-0.8649495	YCR083W
2630	3.12e-05	5.99e-06	-10.542431	3.68321	-0.5155033	YHR075C
3513	3.14e-05	6.03e-06	-10.53478	3.67719	-0.6156207	YKL120W
1367	3.14e-05	6.04e-06	10.532419	3.67534	0.5245741	YDR395W
1808	3.15e-05	6.06e-06	10.527433	3.67141	0.624466	YFL004W
2834	3.15e-05	6.06e-06	-10.527021	3.67109	-0.7318745	YIL053W
4368	3.16e-05	6.09e-06	10.520468	3.66593	0.6013608	YML096W
994	3.16e-05	6.11e-06	-10.51597	3.66238	-0.7164188	YDR031W
5034	3.16e-05	6.11e-06	10.515066	3.66167	0.4964992	YNL281W
5825	3.19e-05	6.17e-06	10.501166	3.65071	0.6452563	YPL086C
4083	3.23e-05	6.26e-06	10.482159	3.6357	0.435714	YLR287C
838	3.25e-05	6.31e-06	10.47099	3.62687	0.628192	YDL129W
1650	3.25e-05	6.32e-06	10.468982	3.62528	0.423058	YER045C
4932	3.25e-05	6.32e-06	10.468879	3.6252	0.5277441	YNL179C
2810	3.29e-05	6.40e-06	-10.449484	3.60984	-0.4654018	YIL029C
419	3.30e-05	6.41e-06	10.448085	3.60873	0.4978705	YBR189W
298	3.32e-05	6.47e-06	10.434867	3.59825	0.5054212	YBR073W
3761	3.34e-05	6.51e-06	10.42637	3.5915	0.499692	YLL035W
3119	3.35e-05	6.53e-06	10.421461	3.58761	0.542924	YJL118W
2618	3.36e-05	6.56e-06	10.415016	3.58248	0.4977122	YHR064C
2282	3.36e-05	6.57e-06	10.413322	3.58114	0.7226206	YGR081C
2397	3.36e-05	6.58e-06	10.411462	3.57966	0.4099034	YGR195W
115	3.37e-05	6.60e-06	10.406572	3.57577	0.5658796	YBL009W
4485	3.37e-05	6.61e-06	10.406222	3.57549	0.6042359	YMR076C
518	3.40e-05	6.66e-06	-10.394352	3.56605	-0.6262896	YBR286W
1772	3.40e-05	6.67e-06	-10.392947	3.56493	-0.6231879	YER158C
3771	3.41e-05	6.70e-06	10.385433	3.55894	0.5427527	YLL045C
4133	3.45e-05	6.78e-06	10.370852	3.54732	0.3939232	YLR335W
4204	3.45e-05	6.79e-06	10.368295	3.54528	0.5141214	YLR405W
1623	3.46e-05	6.82e-06	-10.362159	3.54038	-0.4251637	YER020W
1218	3.46e-05	6.82e-06	-10.361923	3.54019	-0.4842364	YDR251W
2133	3.47e-05	6.84e-06	-10.356688	3.53601	-0.4534834	YGL197W
519	3.50e-05	6.91e-06	-10.343641	3.52559	-0.6426664	YBR287W
5248	3.53e-05	6.97e-06	10.331757	3.51608	0.3913094	YOL076W
3801	3.57e-05	7.06e-06	10.313597	3.50153	0.424875	YLR008C
5108	3.58e-05	7.10e-06	10.306407	3.49577	0.4637006	YNR016C
3475	3.59e-05	7.11e-06	10.30348	3.49342	0.3951179	YKL084W
455	3.64e-05	7.22e-06	-10.282503	3.47657	-0.6094959	YBR225W
155	3.65e-05	7.25e-06	-10.276901	3.47207	-1.0633151	YBL048W
1448	3.65e-05	7.26e-06	-10.274378	3.47004	-0.5251688	YDR476C
6059	3.65e-05	7.27e-06	10.273658	3.46946	0.4893172	YPR033C
387	3.66e-05	7.28e-06	10.270643	3.46704	0.4234766	YBR158W
4670	3.66e-05	7.29e-06	-10.270131	3.46663	-1.1321654	YMR251W
5632	3.69e-05	7.35e-06	-10.257717	3.45663	-0.4964735	YOR291W
3533	3.73e-05	7.44e-06	-10.240841	3.44303	-0.3706855	YKL140W
4994	3.73e-05	7.46e-06	-10.238193	3.44089	-0.473447	YNL241C
5498	3.75e-05	7.50e-06	-10.230457	3.43465	-0.5587994	YOR155C
2096	3.77e-05	7.55e-06	-10.221283	3.42724	-0.3935362	YGL160W
3038	3.79e-05	7.58e-06	-10.215125	3.42226	-0.4237362	YJL036W
1928	3.79e-05	7.60e-06	-10.212534	3.42017	-0.3869123	YFR049W
4182	3.80e-05	7.61e-06	10.209504	3.41772	0.379314	YLR383W
4849	3.80e-05	7.64e-06	-10.205618	3.41458	-0.6415611	YNL097C
1998	3.82e-05	7.67e-06	-10.199094	3.4093	-0.4374245	YGL062W
4615	3.84e-05	7.72e-06	-10.190005	3.40194	-0.9268423	YMR195W
662	3.87e-05	7.79e-06	-10.178205	3.39237	-0.533177	YCR061W
5966	3.87e-05	7.79e-06	10.178023	3.39223	0.6402653	YPL226W
136	3.88e-05	7.82e-06	10.17295	3.38811	0.517905	YBL029W
3253	3.88e-05	7.83e-06	-10.170634	3.38623	-0.459225	YJR025C
1501	3.90e-05	7.87e-06	10.164511	3.38126	0.5396355	YDR528W
3202	3.90e-05	7.89e-06	-10.161015	3.37842	-0.5516734	YJL199C
2895	3.90e-05	7.89e-06	10.160666	3.37814	0.3598747	YIL115C
2600	3.90e-05	7.89e-06	10.160401	3.37792	0.5071934	YHR047C
6151	3.94e-05	7.98e-06	10.145659	3.36594	0.6424356	YPR124W
5009	3.99e-05	8.09e-06	10.127187	3.35091	0.4939524	YNL256W
2343	4.01e-05	8.14e-06	-10.117873	3.34332	-0.4766537	YGR141W
2817	4.01e-05	8.15e-06	-10.115949	3.34175	-0.5499562	YIL036W
1008	4.01e-05	8.16e-06	-10.115737	3.34158	-0.5319487	YDR043C
560	4.02e-05	8.19e-06	10.110803	3.33756	0.5106028	YCL030C
2387	4.05e-05	8.25e-06	10.100046	3.32878	0.4031669	YGR185C
2650	4.07e-05	8.31e-06	-10.091064	3.32144	-0.9729813	YHR094C
3238	4.07e-05	8.31e-06	10.09053	3.32101	0.4477966	YJR010W
4502	4.11e-05	8.40e-06	-10.075022	3.30833	-0.4147603	YMR092C
77	4.11e-05	8.41e-06	10.074389	3.30781	0.5122316	YAR008W
3071	4.11e-05	8.42e-06	-10.072732	3.30646	-0.3583501	YJL068C
5184	4.11e-05	8.42e-06	-10.072105	3.30594	-0.4194607	YOL013C
1689	4.11e-05	8.43e-06	-10.071271	3.30526	-0.4391763	YER078C
3082	4.12e-05	8.44e-06	-10.069349	3.30369	-0.6268184	YJL079C
5310	4.15e-05	8.51e-06	10.057504	3.29399	0.5352059	YOL136C
5898	4.21e-05	8.65e-06	-10.035622	3.27604	-0.4748114	YPL159C
4487	4.25e-05	8.75e-06	10.02107	3.26409	0.3736701	YMR078C
