ID	adj.P.Val	P.Value	t	B	logFC	ORF
2422	5.08e-01	4.53e-01	0.789224	-8.06023	0.0285052	YGR220C
1548	5.08e-01	4.53e-01	0.7889	-8.0605	0.0375496	YEL028W
5915	5.09e-01	4.54e-01	0.786361	-8.06258	0.0366572	YPL176C
1675	6.93e-01	6.48e-01	0.480871	-8.06261	0.0371768	YER066C-A
3183	5.09e-01	4.55e-01	-0.78603	-8.06286	-0.0343798	YJL180C
4685	5.09e-01	4.55e-01	-0.785802	-8.06304	-0.0349229	YMR265C
2463	5.09e-01	4.55e-01	0.785553	-8.06325	0.0311237	YGR261C
1060	5.11e-01	4.56e-01	0.78271	-8.06558	0.0316084	YDR094W
4958	5.11e-01	4.57e-01	0.782145	-8.06604	0.0357013	YNL205C
679	5.11e-01	4.57e-01	0.781925	-8.06622	0.0704397	YCR082W
3407	5.12e-01	4.58e-01	0.78086	-8.06709	0.0386851	YKL018W
5668	5.12e-01	4.58e-01	-0.780358	-8.0675	-0.0300492	YOR324C
3241	5.13e-01	4.58e-01	0.77947	-8.06822	0.0442735	YJR013W
1713	5.13e-01	4.58e-01	-0.779332	-8.06833	-0.0427352	YER099C
3226	5.14e-01	4.60e-01	0.776894	-8.07032	0.0309335	YJL223C
2989	5.14e-01	4.60e-01	0.776293	-8.0708	0.063067	YIR031C
3880	5.14e-01	4.60e-01	0.776088	-8.07097	0.0289206	YLR087C
4891	5.14e-01	4.60e-01	0.775927	-8.0711	0.0673065	YNL139C
2788	5.15e-01	4.61e-01	0.775255	-8.07165	0.0326543	YIL009C-A
1007	5.15e-01	4.61e-01	0.774882	-8.07195	0.0383766	YDR042C
2272	5.17e-01	4.63e-01	-0.77129	-8.07486	-0.0304985	YGR071C
6024	5.18e-01	4.64e-01	-0.770063	-8.07585	-0.0499369	YPL283C
4868	5.19e-01	4.65e-01	-0.767408	-8.07798	-0.0392495	YNL116W
1250	5.20e-01	4.65e-01	0.766556	-8.07867	0.0321202	YDR283C
3207	5.22e-01	4.68e-01	-0.762302	-8.08208	-0.0338315	YJL204C
431	5.22e-01	4.68e-01	-0.761991	-8.08232	-0.0321603	YBR201W
3093	5.22e-01	4.68e-01	-0.761269	-8.0829	-0.0286971	YJL090C
1492	5.22e-01	4.68e-01	0.761227	-8.08293	0.0408229	YDR520C
2804	5.23e-01	4.69e-01	0.760063	-8.08386	0.035864	YIL023C
3467	5.24e-01	4.70e-01	0.759017	-8.0847	0.0415629	YKL076C
852	5.26e-01	4.71e-01	-0.755954	-8.08713	-0.0474439	YDL141W
3258	5.26e-01	4.72e-01	0.755362	-8.0876	0.0574223	YJR034W
4345	5.26e-01	4.72e-01	0.755247	-8.08769	0.0348079	YML075C
4106	5.26e-01	4.72e-01	0.754384	-8.08838	0.0347744	YLR309C
1613	5.26e-01	4.72e-01	-0.754338	-8.08841	-0.0376516	YER012W
1221	5.27e-01	4.74e-01	-0.752284	-8.09004	-0.039654	YDR254W
388	5.28e-01	4.75e-01	0.750151	-8.09172	0.0304109	YBR159W
1798	5.29e-01	4.75e-01	0.748981	-8.09264	0.0732923	YER185W
1618	5.29e-01	4.76e-01	-0.748535	-8.09299	-0.0996855	YER016W
3875	5.30e-01	4.76e-01	-0.747635	-8.0937	-0.0535095	YLR082C
224	5.31e-01	4.77e-01	-0.745956	-8.09502	-0.0461888	YBL113C
1006	5.33e-01	4.79e-01	0.742268	-8.09791	0.0368819	YDR041W
5011	5.34e-01	4.80e-01	0.740829	-8.09903	0.0315749	YNL258C
4124	5.35e-01	4.81e-01	0.739222	-8.10028	0.0258984	YLR326W
5592	5.35e-01	4.81e-01	0.738655	-8.10072	0.0288876	YOR251C
5866	5.35e-01	4.82e-01	-0.737689	-8.10147	-0.0394612	YPL127C
2710	5.36e-01	4.82e-01	0.73738	-8.10171	0.0395679	YHR151C
3390	5.36e-01	4.83e-01	0.736433	-8.10245	0.0514232	YKL003C
322	5.36e-01	4.83e-01	0.736294	-8.10256	0.0302342	YBR094W
3857	5.37e-01	4.84e-01	-0.73437	-8.10405	-0.0343293	YLR064W
2001	5.38e-01	4.85e-01	0.73282	-8.10525	0.0289522	YGL065C
616	5.39e-01	4.85e-01	0.731779	-8.10605	0.046011	YCR017C
5722	6.41e-01	5.92e-01	-0.561981	-8.10957	-0.0381018	YOR378W
268	5.42e-01	4.89e-01	-0.72597	-8.11051	-0.0417526	YBR044C
4022	5.42e-01	4.89e-01	0.72595	-8.11053	0.0414145	YLR227C
3031	5.42e-01	4.89e-01	-0.725269	-8.11105	-0.0365195	YJL029C
347	5.43e-01	4.90e-01	-0.724408	-8.11171	-0.0718486	YBR118W
313	5.43e-01	4.90e-01	0.723393	-8.11249	0.052155	YBR086C
4220	5.43e-01	4.90e-01	0.723166	-8.11266	0.0347179	YLR421C
754	5.44e-01	4.91e-01	0.721754	-8.11374	0.0334688	YDL047W
1520	5.45e-01	4.92e-01	0.720809	-8.11446	0.0303968	YEL002C
3617	5.46e-01	4.93e-01	-0.719335	-8.11558	-0.0297084	YKL224C
3058	5.46e-01	4.93e-01	-0.718864	-8.11594	-0.0323935	YJL056C
5163	5.46e-01	4.94e-01	-0.717633	-8.11687	-0.0476585	YNR069C
1074	5.47e-01	4.94e-01	-0.716807	-8.1175	-0.0364611	YDR108W
5701	5.47e-01	4.94e-01	0.716647	-8.11762	0.051707	YOR357C
1303	5.49e-01	4.96e-01	-0.713132	-8.12027	-0.0457826	YDR334W
1291	5.50e-01	4.97e-01	0.712324	-8.12088	0.0253458	YDR322W
499	5.50e-01	4.97e-01	0.711767	-8.1213	0.097768	YBR267W
1382	5.50e-01	4.97e-01	0.710918	-8.12194	0.0521419	YDR410C
49	5.52e-01	4.99e-01	0.708367	-8.12386	0.0303696	YAL046C
3016	5.52e-01	4.99e-01	-0.708028	-8.12411	-0.028201	YJL013C
5166	7.81e-01	7.43e-01	0.343072	-8.12699	0.0252063	YNR072W
6071	5.57e-01	5.04e-01	-0.699316	-8.1306	-0.0789975	YPR045C
3149	5.58e-01	5.04e-01	-0.698986	-8.13085	-0.025243	YJL147C
2988	5.58e-01	5.05e-01	-0.698489	-8.13122	-0.0304397	YIR030C
2043	5.58e-01	5.06e-01	0.697269	-8.13212	0.0243535	YGL107C
5739	5.62e-01	5.09e-01	-0.69126	-8.13655	-0.0403454	YOR396W
5024	5.63e-01	5.10e-01	-0.690456	-8.13713	-0.0509691	YNL271C
3743	5.63e-01	5.10e-01	0.68931	-8.13797	0.0357143	YLL018C
6036	5.63e-01	5.10e-01	0.689249	-8.13802	0.0322892	YPR011C
629	5.64e-01	5.11e-01	0.688491	-8.13857	0.0406353	YCR026C
1722	5.64e-01	5.11e-01	0.687992	-8.13894	0.0354302	YER109C
2878	5.67e-01	5.14e-01	-0.683296	-8.14236	-0.0678402	YIL098C
6112	5.69e-01	5.16e-01	-0.680187	-8.14461	-0.0447107	YPR085C
1129	5.71e-01	5.18e-01	0.676386	-8.14735	0.0502347	YDR163W
2401	5.71e-01	5.18e-01	0.676356	-8.14738	0.0294277	YGR199W
4128	5.73e-01	5.20e-01	-0.673212	-8.14963	-0.0377716	YLR330W
4198	5.75e-01	5.21e-01	0.6708	-8.15136	0.0486593	YLR399C
668	5.75e-01	5.22e-01	-0.669815	-8.15206	-0.0673984	YCR068W
6138	5.77e-01	5.24e-01	-0.667029	-8.15405	-0.0309119	YPR111W
1863	5.77e-01	5.24e-01	-0.666897	-8.15414	-0.0353956	YFL056C
640	5.78e-01	5.24e-01	-0.665717	-8.15498	-0.0504037	YCR037C
4468	5.81e-01	5.28e-01	0.660142	-8.15892	0.0242428	YMR060C
1771	5.82e-01	5.28e-01	0.659154	-8.15961	0.0271014	YER157W
3568	5.82e-01	5.29e-01	-0.658159	-8.16031	-0.0461817	YKL174C
2982	5.85e-01	5.31e-01	0.654247	-8.16305	0.0361178	YIR024C
3707	5.85e-01	5.32e-01	-0.653701	-8.16343	-0.0253914	YKR088C
873	5.85e-01	5.32e-01	-0.653298	-8.16372	-0.0345109	YDL161W
5410	5.86e-01	5.33e-01	-0.652377	-8.16436	-0.0507101	YOR067C
2148	5.86e-01	5.33e-01	0.651635	-8.16487	0.0651301	YGL212W
430	5.87e-01	5.34e-01	-0.649961	-8.16604	-0.0264307	YBR200W
76	5.89e-01	5.35e-01	0.647861	-8.16749	0.0240595	YAR007C
1733	8.62e-01	8.37e-01	0.215319	-8.16805	0.0107225	YER119C-A
1365	5.90e-01	5.37e-01	-0.645715	-8.16898	-0.0252103	YDR393W
1644	5.90e-01	5.37e-01	-0.644622	-8.16973	-0.0263884	YER040W
6009	5.91e-01	5.38e-01	0.644136	-8.17007	0.0304483	YPL268W
3564	5.92e-01	5.39e-01	0.64271	-8.17105	0.0404537	YKL170W
595	5.92e-01	5.39e-01	-0.642556	-8.17115	-0.0458537	YCL067C
1673	5.92e-01	5.39e-01	0.641842	-8.17164	0.0261476	YER064C
1048	5.92e-01	5.39e-01	-0.641405	-8.17194	-0.0357329	YDR082W
2498	5.92e-01	5.39e-01	-0.641112	-8.17215	-0.037321	YGR295C
880	5.93e-01	5.40e-01	0.639811	-8.17304	0.0384464	YDL168W
4608	5.93e-01	5.40e-01	-0.639673	-8.17313	-0.0379342	YMR190C
5631	5.93e-01	5.41e-01	-0.638689	-8.17381	-0.0293452	YOR290C
1195	5.94e-01	5.42e-01	0.637577	-8.17456	0.0288969	YDR228C
2805	5.97e-01	5.44e-01	-0.633375	-8.17742	-0.0318614	YIL024C
694	5.97e-01	5.44e-01	-0.633078	-8.17763	-0.0445715	YCR096C
4097	5.98e-01	5.45e-01	-0.631985	-8.17837	-0.096704	YLR300W
2276	5.98e-01	5.45e-01	-0.631609	-8.17862	-0.028931	YGR075C
4510	5.99e-01	5.46e-01	-0.630075	-8.17966	-0.0326088	YMR100W
222	6.00e-01	5.47e-01	0.628617	-8.18064	0.0514195	YBL111C
887	6.00e-01	5.48e-01	0.627851	-8.18116	0.0244739	YDL175C
5293	6.01e-01	5.49e-01	-0.626386	-8.18214	-0.0294287	YOL119C
3827	6.02e-01	5.50e-01	0.624511	-8.1834	0.03486	YLR034C
6180	6.04e-01	5.52e-01	-0.621543	-8.18538	-0.03493	YPR152C
2380	6.04e-01	5.52e-01	0.620429	-8.18613	0.025551	YGR178C
933	6.05e-01	5.53e-01	-0.619794	-8.18655	-0.036861	YDL220C
213	6.06e-01	5.54e-01	-0.617871	-8.18783	-0.0300931	YBL103C
3952	6.07e-01	5.55e-01	-0.615625	-8.18931	-0.0345801	YLR157C
1083	6.08e-01	5.56e-01	0.614319	-8.19018	0.0219868	YDR117C
1781	6.08e-01	5.56e-01	0.614202	-8.19025	0.0253382	YER168C
3512	6.09e-01	5.57e-01	0.612451	-8.19141	0.0254544	YKL119C
2501	6.09e-01	5.58e-01	-0.61208	-8.19165	-0.0257364	YHL002W
2503	6.09e-01	5.58e-01	-0.61195	-8.19174	-0.0290337	YHL004W
393	6.10e-01	5.58e-01	0.611426	-8.19208	0.0453258	YBR163W
20	6.10e-01	5.58e-01	0.611191	-8.19224	0.0305657	YAL021C
4427	7.40e-01	7.00e-01	-0.402183	-8.19471	-0.0191783	YMR018W
4454	6.13e-01	5.61e-01	-0.606	-8.19563	-0.0228262	YMR044W
967	6.13e-01	5.62e-01	0.60583	-8.19574	0.0257026	YDR004W
3179	6.13e-01	5.62e-01	0.605454	-8.19599	0.0318149	YJL176C
2811	6.13e-01	5.62e-01	0.60495	-8.19632	0.0332847	YIL030C
2608	6.15e-01	5.63e-01	-0.603218	-8.19744	-0.0301026	YHR054C
5334	6.16e-01	5.65e-01	0.600562	-8.19916	0.0296288	YOL159C-A
306	6.16e-01	5.65e-01	0.600437	-8.19924	0.0227839	YBR081C
5133	6.16e-01	5.65e-01	-0.600281	-8.19934	-0.0216487	YNR039C
3672	6.18e-01	5.67e-01	-0.597962	-8.20084	-0.0243905	YKR053C
6196	6.18e-01	5.67e-01	0.596738	-8.20163	0.0467861	YPR168W
1332	6.19e-01	5.68e-01	-0.595238	-8.20259	-0.0343179	YDR363W
3723	6.20e-01	5.69e-01	0.59383	-8.20349	0.0354591	YKR104W
2232	6.20e-01	5.69e-01	-0.593815	-8.2035	-0.0315927	YGR031W
5725	6.20e-01	5.69e-01	-0.593338	-8.20381	-0.0335723	YOR381W
4049	6.20e-01	5.69e-01	0.593295	-8.20383	0.0410065	YLR254C
1892	6.22e-01	5.71e-01	0.590491	-8.20562	0.0477518	YFR016C
2003	6.23e-01	5.73e-01	-0.588488	-8.2069	-0.0271258	YGL067W
4363	6.23e-01	5.73e-01	-0.587999	-8.2072	-0.0217596	YML092C
1930	6.23e-01	5.73e-01	-0.587944	-8.20724	-0.024192	YFR051C
798	6.24e-01	5.73e-01	-0.58718	-8.20772	-0.0220562	YDL090C
3830	6.25e-01	5.74e-01	-0.58543	-8.20883	-0.0234319	YLR037C
3323	6.25e-01	5.75e-01	-0.584406	-8.20948	-0.0265441	YJR099W
5794	6.27e-01	5.77e-01	-0.581438	-8.21134	-0.0237471	YPL055C
614	6.27e-01	5.77e-01	0.581262	-8.21145	0.0269022	YCR015C
1113	6.28e-01	5.78e-01	-0.580307	-8.21205	-0.0255783	YDR147W
2778	6.28e-01	5.78e-01	0.580066	-8.2122	0.0504829	YHR218W
4048	6.29e-01	5.79e-01	-0.578428	-8.21323	-0.0350216	YLR253W
540	6.29e-01	5.79e-01	-0.578197	-8.21337	-0.0268938	YCL005W
2481	6.30e-01	5.80e-01	0.577114	-8.21405	0.0222852	YGR278W
6186	6.30e-01	5.80e-01	-0.576641	-8.21434	-0.0292658	YPR158W
4717	6.31e-01	5.81e-01	0.575006	-8.21536	0.0278228	YMR295C
5573	6.31e-01	5.82e-01	-0.574235	-8.21584	-0.0290603	YOR231W
1252	6.34e-01	5.84e-01	0.5701	-8.21839	0.0606902	YDR285W
839	6.35e-01	5.85e-01	0.569322	-8.21887	0.0315065	YDL130W
3872	6.36e-01	5.86e-01	-0.567581	-8.21994	-0.0361886	YLR079W
2149	6.36e-01	5.86e-01	0.566897	-8.22036	0.0236653	YGL213C
3128	6.37e-01	5.87e-01	-0.565485	-8.22123	-0.0482975	YJL127C
5420	6.38e-01	5.88e-01	-0.564094	-8.22208	-0.0214091	YOR077W
3641	6.38e-01	5.89e-01	-0.563633	-8.22236	-0.0230658	YKR023W
5041	6.39e-01	5.90e-01	-0.561637	-8.22358	-0.0350946	YNL288W
3619	6.41e-01	5.91e-01	-0.559521	-8.22486	-0.0230286	YKR001C
3667	6.41e-01	5.92e-01	0.558822	-8.22528	0.0265454	YKR048C
5804	6.42e-01	5.93e-01	-0.557288	-8.22621	-0.0270459	YPL065W
1406	6.42e-01	5.93e-01	0.556432	-8.22673	0.0199051	YDR434W
5837	6.43e-01	5.94e-01	-0.555422	-8.22733	-0.0213012	YPL098C
1855	6.43e-01	5.94e-01	0.554628	-8.22781	0.0222653	YFL048C
4180	6.45e-01	5.96e-01	0.552594	-8.22903	0.0299485	YLR381W
1734	6.45e-01	5.96e-01	0.551834	-8.22949	0.0296442	YER120W
59	6.45e-01	5.97e-01	-0.5513	-8.2298	-0.0197739	YAL058W
2388	6.46e-01	5.97e-01	0.550565	-8.23024	0.0286549	YGR186W
5585	6.46e-01	5.97e-01	0.550433	-8.23032	0.0191588	YOR244W
2914	6.46e-01	5.97e-01	0.550387	-8.23035	0.0249671	YIL134W
457	6.46e-01	5.97e-01	0.550013	-8.23057	0.0190973	YBR227C
4792	6.46e-01	5.98e-01	0.548951	-8.23121	0.0253125	YNL040W
2207	6.47e-01	5.99e-01	-0.547912	-8.23182	-0.0327068	YGR006W
1665	6.48e-01	6.00e-01	0.546601	-8.2326	0.0335434	YER057C
1990	6.49e-01	6.01e-01	0.543836	-8.23424	0.0212943	YGL054C
1409	6.50e-01	6.02e-01	0.543181	-8.23462	0.0525467	YDR437W
3666	6.50e-01	6.02e-01	-0.543171	-8.23463	-0.0274147	YKR047W
4926	6.51e-01	6.03e-01	0.540923	-8.23595	0.0696452	YNL173C
3965	6.52e-01	6.04e-01	0.539844	-8.23658	0.0406982	YLR170C
1059	6.53e-01	6.05e-01	0.538699	-8.23725	0.0250699	YDR093W
4906	6.54e-01	6.06e-01	-0.536575	-8.23849	-0.0217381	YNL154C
2884	6.54e-01	6.07e-01	0.535902	-8.23889	0.0308989	YIL104C
4236	6.55e-01	6.08e-01	-0.53416	-8.2399	-0.029343	YLR437C
5118	6.56e-01	6.09e-01	0.532549	-8.24083	0.0262782	YNR026C
4185	6.56e-01	6.09e-01	-0.532474	-8.24087	-0.0212612	YLR386W
129	6.58e-01	6.11e-01	0.530138	-8.24222	0.0351488	YBL023C
5400	6.58e-01	6.11e-01	0.529705	-8.24247	0.0222149	YOR057W
5816	6.58e-01	6.11e-01	0.528884	-8.24295	0.0394132	YPL077C
3440	8.25e-01	7.92e-01	-0.274518	-8.24326	-0.019001	YKL050C
700	6.59e-01	6.12e-01	-0.527721	-8.24361	-0.0667078	YCR101C
3362	6.63e-01	6.16e-01	0.521954	-8.2469	0.0537766	YJR137C
4627	6.63e-01	6.16e-01	-0.521381	-8.24723	-0.0246225	YMR207C
4956	6.65e-01	6.18e-01	0.51922	-8.24845	0.0306471	YNL203C
1870	6.66e-01	6.19e-01	-0.51765	-8.24934	-0.0187597	YFL063W
4795	8.43e-01	8.14e-01	0.244866	-8.25198	0.0166726	YNL043C
5069	6.70e-01	6.22e-01	0.512318	-8.25233	0.0203113	YNL316C
3935	6.70e-01	6.23e-01	0.510838	-8.25315	0.0258462	YLR141W
5029	8.46e-01	8.17e-01	0.239937	-8.25333	0.0123995	YNL276C
2968	6.71e-01	6.24e-01	0.510406	-8.25339	0.0216372	YIR011C
4076	8.47e-01	8.18e-01	-0.238766	-8.25365	-0.0204207	YLR280C
2007	6.72e-01	6.25e-01	-0.5086	-8.2544	-0.0226907	YGL071W
3831	6.72e-01	6.25e-01	-0.508041	-8.25471	-0.0329944	YLR038C
3785	6.73e-01	6.26e-01	-0.506784	-8.2554	-0.0259594	YLL059C
1434	6.73e-01	6.26e-01	-0.506339	-8.25565	-0.0416936	YDR462W
1904	6.73e-01	6.27e-01	-0.505716	-8.25599	-0.0288609	YFR027W
1399	6.77e-01	6.30e-01	-0.500531	-8.25884	-0.0231259	YDR427W
3231	6.77e-01	6.31e-01	-0.499276	-8.25952	-0.0373633	YJR004C
5759	6.78e-01	6.31e-01	0.498708	-8.25983	0.023099	YPL020C
3697	6.78e-01	6.32e-01	0.497615	-8.26042	0.0281758	YKR078W
5272	6.78e-01	6.32e-01	0.49742	-8.26053	0.0306168	YOL098C
283	6.78e-01	6.33e-01	0.497115	-8.2607	0.0314316	YBR058C-A
1290	6.78e-01	6.33e-01	0.497	-8.26076	0.057147	YDR322C-A
2875	6.79e-01	6.33e-01	-0.496356	-8.26111	-0.0223119	YIL095W
5674	6.82e-01	6.36e-01	-0.491627	-8.26366	-0.0312069	YOR330C
4309	6.82e-01	6.37e-01	-0.491257	-8.26386	-0.0192095	YML038C
3036	6.84e-01	6.38e-01	-0.488452	-8.26536	-0.0240536	YJL034W
6107	6.84e-01	6.39e-01	-0.487776	-8.26572	-0.0457377	YPR080W
1744	6.84e-01	6.39e-01	-0.487728	-8.26574	-0.0188228	YER130C
3006	6.85e-01	6.39e-01	0.486862	-8.2662	0.0188741	YJL004C
491	6.87e-01	6.42e-01	-0.483445	-8.26802	-0.0219215	YBR259W
3929	6.90e-01	6.44e-01	0.479544	-8.27007	0.0188821	YLR135W
5103	6.91e-01	6.46e-01	0.477916	-8.27092	0.0216359	YNR011C
5239	6.91e-01	6.46e-01	-0.477185	-8.2713	-0.0168869	YOL066C
5170	6.92e-01	6.47e-01	0.476417	-8.2717	0.0176447	YNR076W
3843	6.92e-01	6.47e-01	-0.475776	-8.27204	-0.0237661	YLR050C
1055	6.93e-01	6.48e-01	0.474527	-8.27269	0.0335791	YDR089W
1141	6.93e-01	6.48e-01	-0.473642	-8.27315	-0.0187069	YDR175C
4186	6.94e-01	6.49e-01	-0.472988	-8.27349	-0.0162912	YLR387C
4761	6.94e-01	6.49e-01	-0.472696	-8.27364	-0.0271592	YNL009W
1256	6.94e-01	6.49e-01	0.472606	-8.27368	0.0260581	YDR289C
5059	6.94e-01	6.49e-01	-0.472367	-8.27381	-0.0233453	YNL306W
5492	6.98e-01	6.53e-01	-0.46656	-8.27679	-0.022458	YOR149C
3647	6.98e-01	6.54e-01	-0.466222	-8.27696	-0.0235237	YKR029C
6226	6.98e-01	6.54e-01	0.465043	-8.27756	0.0215551	YPR198W
2658	6.98e-01	6.54e-01	-0.46501	-8.27758	-0.0167406	YHR102W
4583	7.01e-01	6.57e-01	-0.460766	-8.27973	-0.0254827	YMR167W
613	7.03e-01	6.58e-01	-0.459036	-8.28061	-0.0310214	YCR014C
1724	7.03e-01	6.59e-01	-0.458941	-8.28065	-0.0433832	YER111C
290	7.03e-01	6.59e-01	0.458688	-8.28078	0.0448526	YBR065C
3921	7.03e-01	6.59e-01	-0.458509	-8.28087	-0.0178614	YLR127C
704	9.39e-01	9.29e-01	0.092429	-8.28122	0.0045742	YCR105W
4693	7.03e-01	6.60e-01	-0.457331	-8.28146	-0.0251504	YMR273C
3793	7.04e-01	6.60e-01	-0.456635	-8.28181	-0.0252837	YLL067C
2615	7.04e-01	6.60e-01	-0.456605	-8.28183	-0.0310276	YHR061C
426	7.04e-01	6.61e-01	-0.455892	-8.28218	-0.0202346	YBR196C
888	7.05e-01	6.61e-01	-0.454823	-8.28272	-0.0207706	YDL176W
511	7.08e-01	6.65e-01	-0.449793	-8.28521	-0.0196651	YBR279W
1457	7.09e-01	6.66e-01	-0.448262	-8.28597	-0.0168404	YDR485C
3848	7.10e-01	6.67e-01	0.446797	-8.28669	0.0231623	YLR055C
2924	7.10e-01	6.67e-01	0.446529	-8.28682	0.0292626	YIL144W
6050	7.12e-01	6.69e-01	-0.444047	-8.28803	-0.0194738	YPR024W
825	7.12e-01	6.69e-01	0.443649	-8.28823	0.0166594	YDL116W
5003	7.13e-01	6.70e-01	-0.442387	-8.28884	-0.0193923	YNL250W
4474	7.14e-01	6.71e-01	-0.440945	-8.28954	-0.0165156	YMR066W
1838	7.15e-01	6.72e-01	0.439173	-8.2904	0.0695111	YFL031W
5021	7.15e-01	6.73e-01	0.438752	-8.2906	0.0165907	YNL268W
3406	7.16e-01	6.73e-01	0.437796	-8.29106	0.0284013	YKL018C-A
2139	7.16e-01	6.74e-01	0.437306	-8.29129	0.0174659	YGL203C
4320	7.18e-01	6.76e-01	0.434051	-8.29285	0.0264034	YML052W
3050	7.19e-01	6.77e-01	0.432625	-8.29353	0.0160344	YJL049W
3691	7.20e-01	6.77e-01	0.431745	-8.29395	0.0186068	YKR072C
1797	7.20e-01	6.78e-01	-0.430721	-8.29444	-0.0337037	YER184C
3899	7.23e-01	6.81e-01	0.4265	-8.29643	0.02452	YLR105C
2454	7.24e-01	6.82e-01	0.425088	-8.29709	0.0234014	YGR252W
1379	7.24e-01	6.82e-01	0.424612	-8.29731	0.0190686	YDR407C
678	7.27e-01	6.85e-01	-0.420732	-8.29911	-0.0264864	YCR081W
4787	7.29e-01	6.87e-01	0.418322	-8.30023	0.0169647	YNL035C
4126	7.29e-01	6.87e-01	-0.417436	-8.30064	-0.0325629	YLR328W
2889	7.30e-01	6.88e-01	0.416322	-8.30115	0.0266661	YIL109C
3720	7.30e-01	6.89e-01	-0.415759	-8.3014	-0.0230631	YKR101W
2952	7.31e-01	6.89e-01	0.414923	-8.30179	0.0252553	YIL172C
4660	7.31e-01	6.90e-01	0.414447	-8.302	0.0144606	YMR240C
1609	7.32e-01	6.91e-01	-0.412759	-8.30277	-0.0186702	YER008C
1719	7.32e-01	6.91e-01	0.412724	-8.30279	0.0181479	YER105C
652	7.33e-01	6.92e-01	0.411027	-8.30356	0.0277054	YCR048W
763	7.33e-01	6.92e-01	-0.410766	-8.30368	-0.023943	YDL056W
4654	7.33e-01	6.92e-01	0.41059	-8.30376	0.0180474	YMR234W
1043	7.33e-01	6.92e-01	0.410392	-8.30385	0.0373919	YDR078C
4889	7.35e-01	6.94e-01	0.4081	-8.30488	0.0178037	YNL137C
382	7.36e-01	6.95e-01	0.406626	-8.30554	0.0208802	YBR153W
2349	7.39e-01	6.98e-01	0.402214	-8.30751	0.0166805	YGR147C
5765	7.39e-01	6.99e-01	-0.401578	-8.30779	-0.0159095	YPL026C
4705	7.39e-01	6.99e-01	0.401566	-8.3078	0.0166666	YMR285C
1058	7.39e-01	6.99e-01	0.401154	-8.30798	0.0304377	YDR092W
3713	7.40e-01	6.99e-01	0.400316	-8.30835	0.0413177	YKR094C
5436	7.42e-01	7.02e-01	0.396433	-8.31006	0.0198852	YOR093C
4984	7.44e-01	7.03e-01	-0.394689	-8.31082	-0.0177931	YNL231C
1465	7.44e-01	7.04e-01	0.394231	-8.31102	0.0264806	YDR493W
1305	7.47e-01	7.07e-01	-0.390363	-8.31269	-0.0167353	YDR336W
1375	7.47e-01	7.07e-01	-0.389751	-8.31296	-0.0234482	YDR403W
5339	7.50e-01	7.10e-01	-0.38489	-8.31503	-0.0317634	YOL164W
5857	7.51e-01	7.11e-01	0.383458	-8.31564	0.014565	YPL118W
865	7.52e-01	7.12e-01	0.38225	-8.31615	0.0183175	YDL154W
586	7.52e-01	7.13e-01	0.381749	-8.31636	0.028175	YCL057C-A
2576	7.54e-01	7.14e-01	0.379358	-8.31737	0.0213258	YHR024C
3387	7.55e-01	7.15e-01	0.377839	-8.31801	0.0175902	YJR162C
5013	7.55e-01	7.16e-01	0.377048	-8.31834	0.0166213	YNL260C
5004	7.58e-01	7.18e-01	0.373888	-8.31965	0.0182398	YNL251C
3738	7.59e-01	7.19e-01	-0.37248	-8.32023	-0.0465944	YLL013C
86	7.59e-01	7.20e-01	-0.371741	-8.32053	-0.0238679	YAR029W
360	7.60e-01	7.20e-01	0.370871	-8.32089	0.0180719	YBR131W
2928	7.61e-01	7.22e-01	0.368516	-8.32185	0.0368581	YIL148W
2238	7.61e-01	7.22e-01	-0.368341	-8.32192	-0.0314963	YGR037C
1210	7.61e-01	7.23e-01	0.367948	-8.32208	0.0179254	YDR243C
6141	7.61e-01	7.23e-01	-0.367697	-8.32219	-0.0180955	YPR114W
3791	7.62e-01	7.24e-01	0.366426	-8.3227	0.0129527	YLL065W
5928	7.63e-01	7.25e-01	-0.364408	-8.32352	-0.0172657	YPL188W
2429	7.64e-01	7.26e-01	-0.363041	-8.32407	-0.0202648	YGR227W
2480	7.67e-01	7.29e-01	-0.359428	-8.32551	-0.0138828	YGR277C
3889	7.67e-01	7.29e-01	0.359075	-8.32565	0.0141047	YLR096W
5600	7.67e-01	7.29e-01	-0.358424	-8.32591	-0.0144704	YOR259C
5517	7.68e-01	7.30e-01	-0.357559	-8.32626	-0.0152604	YOR174W
5208	7.69e-01	7.31e-01	0.35592	-8.3269	0.0167618	YOL036W
2087	7.70e-01	7.32e-01	-0.354124	-8.32761	-0.0152676	YGL151W
3734	7.73e-01	7.36e-01	-0.349863	-8.32927	-0.0318153	YLL009C
4033	7.74e-01	7.36e-01	-0.349222	-8.32952	-0.0220883	YLR238W
1976	7.75e-01	7.38e-01	0.346987	-8.33038	0.0143712	YGL040C
1627	7.81e-01	7.44e-01	0.338372	-8.33366	0.0233127	YER024W
594	7.85e-01	7.48e-01	0.332846	-8.33571	0.0143393	YCL066W
2899	7.86e-01	7.49e-01	0.331889	-8.33607	0.0133717	YIL119C
3683	7.86e-01	7.49e-01	-0.331888	-8.33607	-0.0131539	YKR064W
2110	7.90e-01	7.53e-01	0.326389	-8.33808	0.0141185	YGL174W
1779	7.90e-01	7.53e-01	-0.326322	-8.3381	-0.012578	YER166W
